OBJECTID,GEO_ID_TRT,FEATURE_ID,TRACT_LBL,LOGRECNO,ESL_Score,Income_Score,RE_Score,TotalScore,WeightedTotal333333,Population,NumberofESL,PercentESL,MedianHouseholdIncome,NumberofPOC,PercentPOC,Shape_Length,Shape_Area
17,53033002800,11773,Tract 002800,4668,1,2,1,4,1.33333333,4854,89,1.83353935,119875,724,14.91553358,13187.7124890333,10584443.844123
18,53033002900,11836,Tract 002900,4669,1,3,1,5,1.66666667,4744,54,1.13827993,104375,661,13.93338954,13366.3195076513,10614773.7722898
19,53033003000,11932,Tract 003000,4670,1,3,1,5,1.66666667,5940,81,1.36363636,100500,1162,19.56228956,16061.9476208665,16072222.008972
20,53033003100,44999,Tract 003100,4671,1,3,1,5,1.66666667,6457,127,1.96685767,104934,837,12.96267617,26506.2563822725,23537276.3840022
21,53033001100,10684,Tract 001100,4651,2,4,2,8,2.66666667,2791,178,6.37764242,78542,772,27.6603368,14316.8853745088,11413493.0803307
22,53033001000,10643,Tract 001000,4650,3,3,2,8,2.66666667,1982,215,10.84762866,103750,659,33.24924319,13304.7244257585,10273001.5844437
23,53033000900,45773,Tract 000900,4649,1,2,1,4,1.33333333,1972,59,2.99188641,135625,423,21.45030426,29802.9795868466,10244381.152157
24,53033004100,44477,Tract 004100,4680,2,1,1,4,1.33333333,7920,432,5.45454545,168415,1443,18.21969697,36235.544586964,34345661.4564063
25,53033000800,10576,Tract 000800,4648,1,3,1,5,1.66666667,2582,119,4.60883036,97344,473,18.31913246,15396.7221470429,12287102.9559622
26,53033000700,10540,Tract 000700,4647,3,5,3,11,3.66666667,4854,532,10.96003296,52957,2295,47.28059333,16213.5403292295,13934783.1790779
27,53033000600,45136,Tract 000600,4646,3,4,3,10,3.33333333,8061,1001,12.41781417,61536,3012,37.36509118,31707.3871545186,41308522.3798174
28,53033000500,45704,Tract 000500,4645,1,2,1,4,1.33333333,3052,127,4.16120577,135524,605,19.82306684,27182.1303361708,30555892.3939534
29,53033000402,10324,Tract 000402,4644,1,4,1,6,2,5300,162,3.05660377,64972,1159,21.86792453,21397.1748866676,19362168.1758088
30,53033000401,10252,Tract 000401,4643,3,5,3,11,3.66666667,6721,684,10.17705699,32568,3128,46.54069335,15767.2974601042,14678461.6380254
31,53033000300,10221,Tract 000300,4642,2,4,2,8,2.66666667,2822,157,5.56343019,73098,742,26.29340893,17267.970371231,13028874.3067242
32,53033000200,10153,Tract 000200,4641,3,4,3,10,3.33333333,7973,1306,16.38028346,67397,2930,36.74902797,24111.6458350787,35371060.604883
33,53033000100,45352,Tract 000100,4640,3,5,3,11,3.66666667,7963,878,11.02599523,50030,3666,46.0379254,19731.6207490065,19903611.9525652
34,53033003300,12276,Tract 003300,4673,1,3,1,5,1.66666667,6987,143,2.04665808,99547,1249,17.87605553,16129.680347286,13953160.7702704
35,53033003400,12329,Tract 003400,4674,1,3,1,5,1.66666667,3661,42,1.14722753,102105,559,15.26905217,12629.32225818,8472322.06273774
36,53033003500,12430,Tract 003500,4675,1,3,1,5,1.66666667,4051,95,2.34509998,90066,637,15.72451247,16626.8959333848,13828396.9343724
37,53033003600,12556,Tract 003600,4676,1,4,2,7,2.33333333,6631,108,1.62871362,69408,1606,24.21957472,17830.3508024536,12878338.2482995
38,53033003800,12590,Tract 003800,4677,1,3,1,5,1.66666667,2151,94,4.37006044,99722,459,21.33891213,10392.5315540854,6722791.39419681
39,53033003200,45783,Tract 003200,4672,1,4,1,6,2,8504,112,1.31702728,79141,1477,17.36829727,37416.6336786995,26233079.4261482
40,53033003900,12637,Tract 003900,4678,1,2,1,4,1.33333333,3034,120,3.95517469,109659,698,23.00593276,13200.9092050795,10481334.9800472
41,53033004000,44566,Tract 004000,4679,1,4,2,7,2.33333333,3198,97,3.03314572,76250,984,30.76923077,28048.8611486542,26608196.8979995
42,53033005100,13841,Tract 005100,4691,1,3,1,5,1.66666667,3678,137,3.72485046,105580,637,17.31919521,13462.5907309245,9490140.45375941
43,53033005200,13939,Tract 005200,4692,2,5,3,10,3.33333333,7041,456,6.47635279,41847,3179,45.14983667,15363.2006540394,10773553.3510642
44,53033005301,13977,Tract 005301,4693,3,5,4,12,4,7792,1109,14.2325462,20401,4066,52.18172485,11330.9224747662,5849660.44940252
45,53033004200,45266,Tract 004200,4681,1,2,1,4,1.33333333,8458,322,3.80704658,129226,1762,20.83234807,26798.3570860741,26582372.2793421
46,53033004301,13048,Tract 004301,4682,1,3,2,6,2,3644,147,4.03402854,85357,1053,28.89681668,20069.2531464033,10479494.0070288
47,53033004302,13072,Tract 004302,4683,3,5,3,11,3.66666667,3854,511,13.25895174,26886,1680,43.59107421,8012.17724016527,3559581.20135085
48,53033004400,13155,Tract 004400,4684,1,5,2,8,2.66666667,7314,234,3.19934372,56725,2144,29.31364506,13317.8982382651,10654593.194877
49,53033004500,13198,Tract 004500,4685,1,2,1,4,1.33333333,3157,44,1.39372822,108304,660,20.90592334,11110.6076483916,7221557.54192864
50,53033004600,13258,Tract 004600,4686,1,2,1,4,1.33333333,3674,80,2.17746326,125547,406,11.05062602,25514.2239279817,27829364.3469402
51,53033004700,13419,Tract 004700,4687,1,4,1,6,2,8649,281,3.24893051,79162,1904,22.01410568,33009.9588896704,23835238.3181394
52,53033004800,13552,Tract 004800,4688,1,2,1,4,1.33333333,5136,58,1.12928349,112328,836,16.27725857,18855.154183416,14410731.0820954
53,53033004900,13672,Tract 004900,4689,1,4,1,6,2,7429,105,1.41338,77075,956,12.86848836,18431.1835040505,11869855.2806964
54,53033005000,13769,Tract 005000,4690,1,4,1,6,2,4194,116,2.76585598,79980,859,20.48164044,11560.1479170528,8151935.3709806
55,53033005802,44664,Tract 005802,4699,1,4,2,7,2.33333333,5680,180,3.16901408,73836,1645,28.96126761,52805.5389556379,33807614.0833899
56,53033007100,15902,Tract 007100,4712,2,4,2,8,2.66666667,4521,231,5.10948905,81454,1587,35.10285335,16218.7564680519,9048092.7025205
57,53033007200,16021,Tract 007200,4713,1,3,3,7,2.33333333,8862,236,2.66305574,98324,3829,43.20695103,16545.737202554,10873991.2470358
58,53033007300,16119,Tract 007300,4714,2,3,3,8,2.66666667,6613,347,5.24724028,94326,2864,43.30863451,14267.0491513,9967413.5989955
59,53033007401,16152,Tract 007401,4715,1,4,2,7,2.33333333,5192,98,1.88751926,65217,1565,30.14252696,8333.34866458729,2791879.97390166
60,53033007402,16180,Tract 007402,4716,2,5,2,9,3,5362,363,6.76986199,51225,1691,31.53674002,7060.43646651386,2683134.73989683
61,53033007500,16254,Tract 007500,4717,1,4,2,7,2.33333333,8753,308,3.51879356,65396,2400,27.41917057,13220.7361357883,8629524.44537263
62,53033007600,16297,Tract 007600,4718,1,4,2,7,2.33333333,4257,165,3.87596899,74688,1078,25.32299742,9906.36767251103,6155374.19525692
63,53033007700,16387,Tract 007700,4719,2,2,2,6,2,5308,280,5.27505652,113198,1619,30.50113037,15242.2097595408,11391208.2196118
64,53033005900,43999,Tract 005900,4700,1,3,1,5,1.66666667,7975,101,1.26645768,103369,1676,21.01567398,23499.8734576975,20699539.3466969
65,53033006000,44571,Tract 006000,4701,1,3,1,5,1.66666667,5785,39,0.6741573,101680,1161,20.06914434,26816.2849017205,15806299.7778931
66,53033005302,44982,Tract 005302,4694,3,5,4,12,4,4717,579,12.2747509,10521,2618,55.50137799,38152.1251246298,28904073.2994375
67,53033005400,44121,Tract 005400,4695,1,3,1,5,1.66666667,5683,46,0.80943164,95703,1197,21.06281893,33382.2799554765,24853587.572026
68,53033005600,14373,Tract 005600,4696,1,1,1,3,1,6875,121,1.76,167368,1095,15.92727273,30640.8234515356,32604796.4822966
69,53033005700,45784,Tract 005700,4697,1,2,1,4,1.33333333,6816,99,1.45246479,111974,1327,19.46889671,49063.392411732,54411359.8514408
70,53033005801,44389,Tract 005801,4698,1,4,2,7,2.33333333,5344,210,3.92964072,75523,1303,24.38248503,23916.1704814606,22814585.3288436
71,53033006100,45268,Tract 006100,4702,1,3,1,5,1.66666667,5316,155,2.91572611,104521,1019,19.16854778,26727.8597226007,15979179.9875506
72,53033006200,44466,Tract 006200,4703,1,1,1,3,1,4416,47,1.06431159,160625,794,17.98007246,51694.2684551468,27355000.874345
73,53033006600,15508,Tract 006600,4707,1,3,2,6,2,4092,60,1.46627566,88854,1063,25.97751711,30668.7355958185,20977709.3207574
74,53033006700,15615,Tract 006700,4708,2,3,2,7,2.33333333,8688,497,5.72053407,106143,2723,31.34208103,19797.8175505248,14258559.9674712
75,53033006800,15677,Tract 006800,4709,1,2,1,4,1.33333333,3308,80,2.41837969,117067,505,15.26602177,11275.3764903621,7729232.8538509
76,53033006900,15772,Tract 006900,4710,1,2,1,4,1.33333333,4964,16,0.32232071,109792,645,12.99355359,15642.2151332348,9718133.96111107
77,53033007000,15859,Tract 007000,4711,1,4,1,6,2,7329,3,0.04093328,73317,1398,19.0749079,13474.4154379508,8679917.39038916
78,53033006300,45269,Tract 006300,4704,1,2,1,4,1.33333333,5510,195,3.53901996,134811,699,12.68602541,26242.2192329712,24781661.1356756
79,53033006400,15375,Tract 006400,4705,1,1,1,3,1,3575,47,1.31468531,162532,569,15.91608392,13186.7481972123,9726717.99524461
80,53033006500,43907,Tract 006500,4706,1,3,1,5,1.66666667,4807,35,0.72810485,96220,894,18.59787809,17921.7883646748,12352215.1298322
81,53033007800,43465,Tract 007800,4720,1,1,2,4,1.33333333,5875,72,1.22553191,155848,1574,26.79148936,29510.7719461424,22398900.9701145
82,53033009500,44328,Tract 009500,4738,3,3,3,9,3,6614,641,9.69156335,100714,2412,36.46809797,30758.7314904948,27504003.001737
83,53033009600,45825,Tract 009600,4739,1,3,1,5,1.66666667,5783,170,2.9396507,92888,1008,17.43039945,22445.7288474302,19951187.5279738
84,53033007900,16596,Tract 007900,4721,1,4,2,7,2.33333333,6339,282,4.44865121,76652,1711,26.99163906,11649.1729743963,7517976.14091852
85,53033008001,16660,Tract 008001,4722,1,3,3,7,2.33333333,6538,120,1.83542368,98250,2747,42.01590701,16575.2350607895,4826150.70959199
86,53033008002,16686,Tract 008002,4723,1,5,2,8,2.66666667,3744,158,4.22008547,55136,1301,34.74893162,8018.04102631142,2466423.83387507
87,53033008100,45694,Tract 008100,4724,2,4,3,9,3,4872,250,5.13136289,79800,1842,37.80788177,15027.5229397182,8435424.60742954
88,53033008200,16868,Tract 008200,4725,2,4,2,8,2.66666667,4212,349,8.28584995,79167,1423,33.78442545,9698.29878118098,3947044.32345219
89,53033008300,16894,Tract 008300,4726,2,4,2,8,2.66666667,3087,154,4.98866213,61058,894,28.96015549,9121.89102591632,2555783.89720729
90,53033008400,16939,Tract 008400,4727,2,5,2,9,3,4530,239,5.27593819,52066,1432,31.61147903,10071.6259021311,4124539.35450112
91,53033008500,16992,Tract 008500,4728,3,5,4,12,4,4296,607,14.12942272,38713,2102,48.9292365,9952.0184172984,5097941.08113404
92,53033008600,17053,Tract 008600,4729,3,5,3,11,3.66666667,5300,588,11.09433962,50774,2305,43.49056604,11738.2079894797,7656688.68044252
93,53033009200,17440,Tract 009200,4735,4,5,4,13,4.33333333,2869,497,17.3231091,21868,1622,56.53537818,10724.6854406337,3286906.48304776
94,53033009300,44296,Tract 009300,4736,4,4,4,12,4,2665,502,18.83677298,74696,1326,49.75609756,48160.3719664825,106774935.584427
95,53033009400,17934,Tract 009400,4737,4,4,5,13,4.33333333,6754,1404,20.78768137,65633,4797,71.02457803,19268.3852561977,18546347.8185326
96,53033008700,17110,Tract 008700,4730,2,4,3,9,3,4727,425,8.99090332,69583,2197,46.4776814,11432.3841781368,7883047.66431558
97,53033008800,17182,Tract 008800,4731,1,3,3,7,2.33333333,4236,164,3.87157696,95455,1784,42.11520302,13202.5266635555,10210023.8216424
98,53033008900,45125,Tract 008900,4732,1,3,4,8,2.66666667,5729,137,2.39134229,87250,2884,50.34037354,18898.9802597138,13662012.959385
99,53033009000,17350,Tract 009000,4733,4,5,5,14,4.66666667,3675,770,20.95238095,47428,2343,63.75510204,13601.1893800747,8833942.56017015
100,53033009100,17388,Tract 009100,4734,5,5,5,15,5,2420,1314,54.29752066,31250,1912,79.00826446,10577.2433790541,4508100.51433941
101,53033009701,45831,Tract 009701,4740,1,3,1,5,1.66666667,6254,137,2.19059802,106821,1349,21.57019508,29377.0780400732,19048103.2214189
102,53033009702,18478,Tract 009702,4741,1,2,1,4,1.33333333,5551,75,1.35110791,114741,955,17.20410737,28408.5547466492,23871779.8644492
103,53033009800,18604,Tract 009800,4742,1,3,1,5,1.66666667,7326,161,2.1976522,105110,1143,15.6019656,19647.3666991793,20780583.4267109
104,53033009900,45693,Tract 009900,4743,1,4,2,7,2.33333333,5675,239,4.21145374,75000,1451,25.56828194,53084.3122952427,80297588.9949347
105,53033010001,44925,Tract 010001,4744,4,4,5,13,4.33333333,4276,1143,26.73058934,67292,2790,65.24789523,25228.6807074063,24909074.8350187
106,53033010002,18928,Tract 010002,4745,5,4,4,13,4.33333333,4817,1329,27.58978617,70048,2941,61.0545983,14049.2910188829,10206586.75927
107,53033011002,20130,Tract 011002,4758,5,5,5,15,5,4957,2206,44.50272342,51031,4572,92.23320557,23241.79287665,18054420.2273433
108,53033010100,44791,Tract 010100,4746,2,4,5,11,3.66666667,8025,600,7.47663551,64161,5068,63.15264798,26879.9652070717,26695927.4924663
109,53033010200,43942,Tract 010200,4747,2,3,3,8,2.66666667,4570,396,8.66520788,99483,1706,37.33041575,33275.3862805572,30001440.3638795
110,53033010300,19300,Tract 010300,4748,3,4,4,11,3.66666667,7084,1034,14.59627329,60444,4304,60.75663467,18942.4942489221,17853481.3432577
111,53033010401,19359,Tract 010401,4749,5,5,5,15,5,4303,1922,44.66651174,58342,3502,81.38508018,17272.8099728603,17403377.5564662
112,53033010402,19464,Tract 010402,4750,5,4,5,14,4.66666667,4938,1686,34.14337789,75972,3674,74.40259214,20654.4464848102,19319332.4137507
113,53033010500,19557,Tract 010500,4751,2,4,1,7,2.33333333,7468,363,4.86073915,77760,1612,21.58543117,19150.9737793278,18491098.0571462
114,53033010600,45141,Tract 010600,4752,1,3,1,5,1.66666667,8328,246,2.95389049,90306,1945,23.35494717,29945.9162378593,27180404.3576081
115,53033010701,19720,Tract 010701,4753,3,4,4,11,3.66666667,3736,466,12.4732334,62826,2089,55.91541756,22693.9284410686,15671058.1048434
116,53033010702,19768,Tract 010702,4754,4,5,5,14,4.66666667,4600,810,17.60869565,41416,3244,70.52173913,16304.4071509256,8434881.61033972
117,53033010800,44792,Tract 010800,4755,2,3,4,9,3,4970,399,8.02816901,85885,2610,52.51509054,35250.6538121646,47785828.5464355
118,53033010900,45351,Tract 010900,4756,1,5,1,7,2.33333333,1045,17,1.62679426,58611,221,21.14832536,38479.9898395563,54515163.848576
119,53033011001,20044,Tract 011001,4757,5,5,5,15,5,4697,1696,36.10815414,24725,4031,85.82073664,16677.3074380971,11501171.8256272
120,53033011402,44908,Tract 011402,4764,4,5,4,13,4.33333333,4371,843,19.28620453,50377,2457,56.21139327,17329.3512466386,12768703.1410856
121,53033011101,44227,Tract 011101,4759,5,5,5,15,5,5450,1724,31.63302752,52311,4359,79.98165138,15560.3341363196,12382188.3212278
122,53033011102,45270,Tract 011102,4760,4,4,4,12,4,4480,876,19.55357143,73214,2589,57.79017857,20827.4316509165,13988756.0586936
123,53033011200,45690,Tract 011200,4761,4,5,5,14,4.66666667,3719,735,19.76337725,35120,2476,66.57703684,31159.23797667,32326681.7404328
124,53033011300,20446,Tract 011300,4762,3,5,4,12,4,7054,852,12.07825347,55000,3838,54.40884604,26385.4744931665,34452366.1226848
125,53033011401,20487,Tract 011401,4763,3,4,4,11,3.66666667,4253,684,16.08276511,62090,2475,58.19421585,17478.0591080569,13273349.5763795
126,53033011500,20631,Tract 011500,4765,2,3,1,6,2,4421,259,5.85840308,90701,1001,22.64193621,19887.3089363423,16558652.752893
127,53033011600,45789,Tract 011600,4766,1,3,1,5,1.66666667,6899,83,1.20307291,103835,962,13.94404986,31996.8000444484,33466139.007871
128,53033020500,21574,Tract 020500,4777,2,4,3,9,3,6608,571,8.64104116,65477,2591,39.21004843,23297.4531210128,29259808.0768517
129,53033020600,43427,Tract 020600,4778,3,3,2,8,2.66666667,3691,441,11.94798158,84233,1295,35.08534273,19099.4656348252,21302611.555066
130,53033020700,21664,Tract 020700,4779,3,4,4,11,3.66666667,3834,487,12.70213876,67262,1863,48.5915493,18658.1769877492,18417565.5090718
131,53033020800,43906,Tract 020800,4780,1,3,1,5,1.66666667,4329,183,4.22730423,105841,862,19.91221991,34712.9699154401,33440440.8276684
132,53033020900,45144,Tract 020900,4781,2,3,2,7,2.33333333,3664,270,7.36899563,85806,1216,33.18777293,32081.1796492646,51119903.7192151
133,53033021000,44770,Tract 021000,4782,2,3,3,8,2.66666667,5842,427,7.30914071,83685,2506,42.8962684,21242.4904402329,28200449.9844549
134,53033021100,21898,Tract 021100,4783,3,4,3,10,3.33333333,4562,666,14.59886015,75694,2036,44.62954844,21286.8090002176,28233814.6563627
135,53033011700,43127,Tract 011700,4767,5,4,5,14,4.66666667,5679,1756,30.92093678,79211,5023,88.44867054,30744.3120124643,37807977.8903509
136,53033011800,45271,Tract 011800,4768,4,5,5,14,4.66666667,8415,2307,27.41532977,49264,6730,79.97623292,26786.1585348757,25028066.0153397
137,53033011900,45832,Tract 011900,4769,3,3,5,11,3.66666667,7597,1139,14.9927603,86603,5776,76.03001185,43945.1459738169,33882672.9715582
138,53033012000,21156,Tract 012000,4770,1,3,1,5,1.66666667,3615,38,1.05117566,100855,808,22.35131397,17328.2914744472,15580719.7759291
139,53033012100,43668,Tract 012100,4771,1,2,2,5,1.66666667,2663,97,3.64250845,115000,633,23.770184,25607.8460399999,18295730.6003526
